NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;VERKEERSKUNDIGWEGVAKVILD;TRAJECTVILD;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3908257;2024-01-17;2024-01-17;15:07:29;15:09:00;4,095;2700,000;1,517;4,6;7,3;A;76;A76;aflopend;Spaubeek - Geleen;Aken - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908342;2024-01-17;2024-01-17;15:42:29;16:18:00;106,928;3011,000;35,517;178,0;175,8;A;2;A2;oplopend;Valkenswaard - Leende;Eindhoven - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 36];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908345;2024-01-17;2024-01-17;15:43:29;15:46:01;5,827;2300,000;2,533;47,2;44,9;A;15;A15;oplopend;Spijkenisse - Botlekbrug;Europoort - Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908346;2024-01-17;2024-01-17;15:43:29;15:46:01;5,067;2000,000;2,533;42,1;44,1;A;73;A73;aflopend;Maasbree - Blerick;Nijmegen - Maasbracht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908347;2024-01-17;2024-01-17;15:44:29;15:46:01;4,753;3100,000;1,533;3,3;0,2;A;76;A76;oplopend;Stein - Kerensheide;Belgische grens - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908348;2024-01-17;2024-01-17;15:45:29;16:04:00;75,262;4065,000;18,517;46,7;43,7;A;15;A15;oplopend;Spijkenisse - Botlektunnel;Europoort - Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 19];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908442;2024-01-17;2024-01-17;16:12:30;16:23:00;47,368;4511,000;10,500;19,2;11,3;A;76;A76;oplopend;Ten Esschen - Kunderberg;Geleen - Aken;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908443;2024-01-17;2024-01-17;16:13:30;16:16:00;5,115;2046,000;2,500;24,7;22,7;A;67;A67;oplopend;Leenderheide/Randweg N2 - Geldrop;Eindhoven - Venlo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908445;2024-01-17;2024-01-17;16:14:30;16:18:00;8,625;2464,000;3,500;41,0;43,3;A;73;A73;aflopend;Blerick - Zuiderbrug;Nijmegen - Maasbracht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908446;2024-01-17;2024-01-17;16:14:30;16:29:00;65,888;4544,000;14,500;4,2;6,3;A;79;A79;aflopend;Valkenburg - Meerssen;Heerlen - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908447;2024-01-17;2024-01-17;16:14:30;16:18:00;7,000;2000,000;3,500;197,2;199,2;A;7;A7;aflopend;Julianaplein - Groningen-West;Groningen - Heerenveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908539;2024-01-17;2024-01-17;16:33:30;17:57:00;303,610;3636,000;83,500;19,3;22,9;A;10;A10;aflopend;Amsterdam-Oud Zuid - Amsterdam-Rivierenbuurt;Knooppunt De Nieuwe Meer - Knooppunt Amstel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 84];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908541;2024-01-17;2024-01-17;16:31:30;18:08:00;38,600;400,000;96,500;95,8;95,8;A;15;A15;oplopend;Gorinchem verbindingsweg A15 vanuit Rotterdam - A27 richting Breda;Ridderkerk - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 96];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908542;2024-01-17;2024-01-17;16:33:30;16:51:01;57,353;3274,000;17,517;85,0;82,8;A;15;A15;oplopend;Sliedrecht-West - Sliedrecht-Oost;Ridderkerk - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908543;2024-01-17;2024-01-17;16:33:30;17:32:00;441,855;7553,000;58,500;7,1;9,7;A;79;A79;aflopend;Hulsberg - Valkenburg;Heerlen - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 58];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908627;2024-01-17;2024-01-17;16:52:31;16:54:00;3,115;2100,000;1,483;144,9;142,8;A;59;A59;oplopend;Kruisstraat - Nuland;'s-Hertogenbosch - Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908628;2024-01-17;2024-01-17;16:52:31;16:59:00;34,073;5256,000;6,483;12,2;17,3;A;76;A76;aflopend;Nuth-Centrum - Nuth;Aken - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908629;2024-01-17;2024-01-17;16:53:31;16:57:00;7,760;2228,000;3,483;78,9;81,1;A;27;A27;aflopend;Rijnsweerd - Lunetten;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908630;2024-01-17;2024-01-17;16:53:31;17:49:00;199,695;3599,000;55,483;257,4;265,3;A;2;A2;aflopend;Maastricht-Centrum Noord - Koning Willem-Alexandertunnel;Belgische grens - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 55];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908631;2024-01-17;2024-01-17;16:53:31;16:56:00;30,957;12466,00;2,483;254,9;242,5;A;2;A2;oplopend;Kruisdonk - Koning Willem-Alexandertunnel;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908720;2024-01-17;2024-01-17;17:10:31;17:12:00;2,967;2000,000;1,483;15,8;17,8;A;10;A10;aflopend;Amsterdam-Rivierenbuurt - Amstel;Knooppunt De Nieuwe Meer - Knooppunt Amstel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908721;2024-01-17;2024-01-17;17:10:31;17:32:00;85,543;3982,000;21,483;265,5;257,2;A;2;A2;oplopend;Maastricht-Zuid - Gronsveld;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 21];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908722;2024-01-17;2024-01-17;17:10:31;17:12:00;3,115;2100,000;1,483;14,0;11,9;A;76;A76;oplopend;Nuth-Centrum - Ten Esschen;Geleen - Aken;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908723;2024-01-17;2024-01-17;17:10:31;17:13:00;4,718;1900,000;2,483;43,3;45,2;N;31;N31;aflopend;Leeuwarden - Leeuwarden-Noord;Drachten - Leeuwarden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908725;2024-01-17;2024-01-17;17:11:31;17:13:00;3,708;2500,000;1,483;168,9;166,4;A;2;A2;oplopend;De Hogt - Leenderheide;Eindhoven - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908809;2024-01-17;2024-01-17;17:27:31;17:45:09;44,680;2534,000;17,633;45,5;47,9;A;15;A15;aflopend;Botlekbrug - Spijkenisse;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908810;2024-01-17;2024-01-17;17:27:31;17:35:03;27,995;3716,000;7,533;49,0;53,9;A;27;A27;aflopend;Lexmond - Noordeloos;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908811;2024-01-17;2024-01-17;17:27:31;17:34:00;16,948;2614,000;6,483;54,8;51,9;A;35;A35;oplopend;Azelo - Borne-West;Almelo - Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908812;2024-01-17;2024-01-17;17:27:31;17:33:00;11,680;2130,000;5,483;44,2;46,3;A;73;A73;aflopend;Venlo-West - Maasbree;Nijmegen - Maasbracht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908814;2024-01-17;2024-01-17;17:28:31;17:38:00;23,668;2496,000;9,483;104,6;102,9;A;12;A12;oplopend;Veenendaal - Maanderbroek;Utrecht - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908897;2024-01-17;2024-01-17;17:45:31;17:47:00;3,412;2300,000;1,483;45,9;48,2;A;27;A27;aflopend;Lexmond - Noordeloos;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908898;2024-01-17;2024-01-17;17:45:31;17:53:00;27,320;3651,000;7,483;74,6;70,9;A;4;A4;oplopend;Vlaardingen-Oost - Pernis;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908900;2024-01-17;2024-01-17;17:45:31;17:49:00;7,698;2210,000;3,483;6,0;3,8;N;57;N57;oplopend;Brielle/Zwartewaal - Hellevoetsluis/Oudenhoorn;Rotterdam - Voorne-Putten;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908901;2024-01-17;2024-01-17;17:46:30;17:50:09;9,307;2550,000;3,650;28,8;26,8;A;28;A28;oplopend;Hoevelaken - Amersfoort-Vathorst;Amersfoort - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908902;2024-01-17;2024-01-17;17:46:30;17:51:00;11,795;2621,000;4,500;36,1;38,3;A;73;A73;aflopend;Tiglia - Belfeld;Nijmegen - Maasbracht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909032;2024-01-17;2024-01-17;19:32:26;19:36:00;10,018;2809,000;3,567;11,9;14,4;A;76;A76;aflopend;Nuth-Centrum - Nuth;Aken - Geleen;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909033;2024-01-17;2024-01-17;19:33:26;19:38:00;12,567;2752,000;4,567;21,5;24,1;A;76;A76;aflopend;Simpelveld - Kunderberg;Aken - Geleen;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909034;2024-01-17;2024-01-17;19:36:26;19:38:00;4,543;2900,000;1,567;11,4;14,3;A;76;A76;aflopend;Nuth-Centrum - Nuth;Aken - Geleen;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909036;2024-01-17;2024-01-17;19:37:26;19:39:00;3,290;2100,000;1,567;251,0;248,9;A;2;A2;oplopend;Meerssen - Maastricht-Noord;Eindhoven - Maastricht;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909037;2024-01-17;2024-01-17;19:38:26;19:45:00;20,960;3192,000;6,567;270,4;268,0;A;2;A2;oplopend;Eijsden - België;Belgische grens - Luik;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909194;2024-01-18;2024-01-18;6:21:23;6:51:00;239,455;8085,000;29,617;63,9;60,5;N;33;N33;oplopend;Delfzijl - Delfzijl;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 30];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909196;2024-01-18;2024-01-18;6:26:23;6:28:00;3,395;2100,000;1,617;92,7;94,8;A;2;A2;aflopend;Waardenburg - Deil;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909198;2024-01-18;2024-01-18;6:28:23;6:44:00;38,003;2434,000;15,617;51,8;54,4;A;15;A15;aflopend;Rotterdam-Heijplaat - Benelux;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909199;2024-01-18;2024-01-18;6:30:24;7:13:00;151,793;3563,000;42,600;104,0;108,4;A;2;A2;aflopend;Kerkdriel - Zaltbommel;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 43];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909200;2024-01-18;2024-01-18;6:31:23;6:34:00;6,118;2338,000;2,617;20,3;22,6;A;4;A4;aflopend;Roelofarendsveen - Nieuw-Vennep;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909236;2024-01-18;2024-01-18;6:52:25;6:55:00;5,783;2239,000;2,583;22,3;24,5;A;4;A4;aflopend;Roelofarendsveen - Ringvaart-Aquaduct;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909237;2024-01-18;2024-01-18;6:53:25;6:57:00;7,167;2000,000;3,583;34,9;36,9;A;15;A15;aflopend;Brielle - Havens 5500-5700;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909238;2024-01-18;2024-01-18;6:54:25;6:59:00;12,367;2698,000;4,583;44,1;40,9;A;20;A20;oplopend;Nieuwerkerk aan den IJssel - Moordrecht;Hoek van Holland - Gouda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909239;2024-01-18;2024-01-18;6:54:25;6:56:00;6,492;4100,000;1,583;51,9;56,0;N;33;N33;aflopend;Slochteren - Noordbroek;Eemshaven - Veendam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909240;2024-01-18;2024-01-18;6:54:25;6:57:00;6,717;2600,000;2,583;21,4;24,0;N;35;N35;aflopend;Industriegebied De Zegge - Ommen;Almelo - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909274;2024-01-18;2024-01-18;7:14:27;7:17:00;5,100;2000,000;2,550;23,7;25,7;N;35;N35;aflopend;Mariënheem - Industriegebied De Zegge;Almelo - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909275;2024-01-18;2024-01-18;7:14:27;9:04:00;528,313;4823,000;109,550;37,7;35,6;N;35;N35;oplopend;Rijssen - Wierden-West;Zwolle - Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 110];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909276;2024-01-18;2024-01-18;7:14:27;7:18:00;7,693;2167,000;3,550;197,5;195,5;N;7;N7;oplopend;Julianaplein - Groningen-Helpman;Groningen - Westerbroek;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909277;2024-01-18;2024-01-18;7:15:27;7:51:02;122,070;3431,000;35,583;85,4;90,8;A;28;A28;aflopend;Zwolle-Zuid - Hattemerbroek;Zwolle - Amersfoort;Ongeval(len);[Geen oorzaakcode opgegeven door VWM 2], [Ongeval(len) 12], [Eerder(e) ongeval(len) 21];[000], [ACI], [ACA];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
3909280;2024-01-18;2024-01-18;7:16:26;7:38:00;96,282;4464,000;21,567;32,9;29,1;A;27;A27;oplopend;Werkendam - Merwedebrug;Breda - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 22];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909314;2024-01-18;2024-01-18;7:30:27;7:32:00;3,255;2100,000;1,550;141,8;143,9;A;12;A12;aflopend;Zevenaar - Duiven;Duitse grens - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909315;2024-01-18;2024-01-18;7:30:27;7:32:00;3,255;2100,000;1,550;34,4;36,5;A;28;A28;aflopend;Nijkerk - Amersfoort-Vathorst;Zwolle - Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909316;2024-01-18;2024-01-18;7:30:27;7:44:00;44,478;3283,000;13,550;27,6;30,2;A;67;A67;aflopend;Geldrop - Leenderheide/Randweg N2;Venlo - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909317;2024-01-18;2024-01-18;7:30:27;7:41:00;34,193;3241,000;10,550;44,3;41,6;A;73;A73;oplopend;Maasbree - Venlo-West;Maasbracht - Nijmegen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909318;2024-01-18;2024-01-18;7:31:27;7:33:00;3,410;2200,000;1,550;62,0;64,2;A;12;A12;aflopend;Lunetten - Houten;Utrecht - Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909353;2024-01-18;2024-01-18;7:37:27;7:43:00;14,677;2644,000;5,550;94,3;96,7;A;1;A1;aflopend;Twello - Voorst;Hengelo - Apeldoorn;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 6];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909354;2024-01-18;2024-01-18;7:37:27;7:50:03;49,042;3892,000;12,600;35,8;38,1;A;28;A28;aflopend;Nijkerk - Amersfoort-Vathorst;Zwolle - Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909355;2024-01-18;2024-01-18;7:37:27;7:42:01;15,033;3292,000;4,567;117,7;121,1;A;50;A50;aflopend;Veghel-Noord - Veghel;Oss - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909356;2024-01-18;2024-01-18;7:37:27;8:06:00;86,143;3017,000;28,550;102,7;105,0;A;59;A59;aflopend;Waspik - Hooipolder;'s-Hertogenbosch - Knooppunt Zonzeel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 29];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909389;2024-01-18;2024-01-18;7:43:27;7:45:06;4,455;2700,000;1,650;63,1;60,4;N;33;N33;oplopend;Appingedam - Delfzijl;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909390;2024-01-18;2024-01-18;7:43:27;8:24:01;128,162;3159,000;40,567;43,1;41,1;N;33;N33;oplopend;Meeden - Zuidbroek;Veendam - Eemshaven;Ongeval(len);[Geen oorzaakcode opgegeven door VWM 20], [Ongeval(len) 8], [Eerder(e) ongeval(len) 12];[000], [ACI], [ACA];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
3909391;2024-01-18;2024-01-18;7:43:27;8:32:00;156,538;3224,000;48,550;12,2;14,5;N;35;N35;aflopend;Heino - Hoonhorst;Almelo - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 49];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909392;2024-01-18;2024-01-18;7:44:27;8:03:00;72,543;3911,000;18,550;11,8;13,8;A;12;A12;aflopend;Zoetermeer-Centrum - Nootdorp;Utrecht - Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 19];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909393;2024-01-18;2024-01-18;7:44:27;7:46:04;3,557;2200,000;1,617;21,3;23,5;A;16;A16;aflopend;Rotterdam-Feijenoord - Van Brienenoordbrug;Breda - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909432;2024-01-18;2024-01-18;7:48:28;8:17:00;70,165;2459,000;28,533;25,0;27,3;A;58;A58;aflopend;Moergestel - Oirschot;Tilburg - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 29];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909435;2024-01-18;2024-01-18;7:48:28;8:18:01;109,433;3703,000;29,550;46,4;50,7;A;9;A9;aflopend;Velsen - Rottepolderplein;Alkmaar - Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 30];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909436;2024-01-18;2024-01-18;7:48:28;7:50:03;3,325;2100,000;1,583;53,0;55,1;A;9;A9;aflopend;Beverwijk-Oost - Wijkertunnel;Alkmaar - Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909437;2024-01-18;2024-01-18;7:48:28;8:09:00;90,662;4415,000;20,533;30,2;27,5;A;9;A9;oplopend;Amstelveen-Stadshart - Schipholbrug;Amstelveen - Alkmaar;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 21];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
